duration,input.b1,input.b2,input.e1,input.e2,input.relation,input.sent_id,input.sentence,input.term1,input.term2,job,metrics.avg_annotations,metrics.avg_cos_clarity,metrics.avg_unique_annotations,output.rellist,output.rellist.annotations,output.rellist.cos_clarity,output.rellist.unique_annotations,worker,uqs,unit_annotation_score,SRS,max_rel,max_srs,none,per:place_of_birth,per:place_of_death,per:places_of_residence
34.8666666667,0,10,3,13,"per:places_of_residence,per:place_of_birth",UAD-A-2267,"Vernon Leonard Davis ( born January 31 , 1984 in Washington , D.C. ) is an NFL tight end for the San Francisco 49ers .",Vernon Leonard Davis,"Washington , D.C.",,16,0.9949366763,3,"Counter({'per:place_of_birth': 14, 'none': 1, 'per:places_of_residence': 1, 'per:place_of_death': 0})",16,0.9949366763,3,15,0.8603665961,"Counter({'per:place_of_birth': 0.9434266642656725, 'per:places_of_residence': 0.06610121335047567, 'none': 0.056573335734327435, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.9434266642656725, 'per:places_of_residence': 0.06610121335047567, 'none': 0.056573335734327435}",per:place_of_birth,0.9434266643,0.0565733357,0.9434266643,0,0.0661012134
25.9333333333,6,15,10,16,"per:place_of_death,per:places_of_residence",UAD-A-2345,"When Myanmar 's detained democracy icon Aung San Suu Kyi stepped outside her home in Yangon to greet marching monks and supporters on Saturday , the only pictures of the landmark moment were posted on blogs .",Aung San Suu Kyi,Yangon,,15,0.9830783046,3,"Counter({'per:places_of_residence': 12, 'none': 2, 'per:place_of_birth': 1, 'per:place_of_death': 0})",15,0.9830783046,3,15,0.6168915968,"Counter({'per:places_of_residence': 0.78574960275828, 'none': 0.14177966872700018, 'per:place_of_birth': 0.07247072851471976, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.07247072851471976, 'per:places_of_residence': 0.78574960275828, 'none': 0.14177966872700018}",per:places_of_residence,0.7857496028,0.1417796687,0.0724707285,0,0.7857496028
37.1333333333,13,17,16,20,"org:place_of_headquarters,per:places_of_residence",UAD-A-0061,"Alan Goldberg , director of the Center for Alternatives to Animal Testing at Johns Hopkins University in Baltimore , Maryland .",Johns Hopkins University,"Baltimore , Maryland",,15,0.9974586998,2,"Counter({'none': 14, 'per:places_of_residence': 1, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.8668320288,"Counter({'none': 0.93347008589562, 'per:places_of_residence': 0.06652991410437997, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.93347008589562, 'per:places_of_residence': 0.06652991410437997}",none,0.9334700859,0.9334700859,0,0,0.0665299141
63.0666666667,7,10,9,11,per:age,UAD-U-0600,"State Supreme Court Justice John Cataldo sentenced Giuseppe Cipriani , 42 , to three years probation .",Giuseppe Cipriani,42,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
91.2,22,19,23,20,per:title,UAD-U-0579,"She made her Tamil movie debut in Enakku 20 Unakku 18 ( 2003 ) , cast along with Telugu actor Tarun , Trisha Krishnan .",Trisha,actor,,15,0.9974586998,2,"Counter({'none': 14, 'per:place_of_birth': 1, 'per:places_of_residence': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.8612792194,"Counter({'none': 0.9304867787189443, 'per:place_of_birth': 0.06951322128105576, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.06951322128105576, 'none': 0.9304867787189443}",none,0.9304867787,0.9304867787,0.0695132213,0,0
230.066666667,14,27,16,28,per:charges,UAD-U-0383,"JERUSALEM 2007-04-01 15 : 39 : 24 UTC Attorney General Meni Mazuz notified President Moshe Katsav 's lawyers on Sunday that he is considering adding a second rape charge to the draft indictment he is preparing against the president , the Justice Ministry said .",Moshe Katsav,rape,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
46.9333333333,16,15,18,16,per:title,UAD-U-0572,"SECAUCUS , New Jersey 2008-07-29 20 : 07 : 56 UTC New York Red Bulls forward Oscar Echeverry will undergo season- ending surgery on his right knee , further reducing the club 's offensive options .",Oscar Echeverry,forward,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
53.0666666667,21,0,24,2,per:children,UAD-U-0398,"Julius Fleischmann ( June 8 , 1871 - February 5 , 1925 ) was a mayor of Cincinnati and son of Charles Louis Fleischmann .",Charles Louis Fleischmann,Julius Fleischmann,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
55.6,30,15,32,16,per:cause_of_death,UAD-U-0702,"The violence soared last year , with more than 1 , 000 people dying in suicide attacks in Pakistan since the start of 2007 including opposition leader and former premier Benazir Bhutto .",Benazir Bhutto,suicide,,15,0.9883716977,2,"Counter({'none': 13, 'per:place_of_death': 2, 'per:places_of_residence': 0, 'per:place_of_birth': 0})",15,0.9883716977,2,15,0.7526080327,"Counter({'none': 0.8668477938497863, 'per:place_of_death': 0.1331522061502137, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0})","{'none': 0.8668477938497863, 'per:place_of_death': 0.1331522061502137}",none,0.8668477939,0.8668477939,0,0.1331522062,0
48,4,14,6,16,per:children,UAD-U-0025,"After the assassination of Kamal Jumblatt on March 16 , 1977 , his son Walid Jumblatt took the leadership of the party and played an important role in preserving his father’s legacy and sustained the existence of the Druze community during the sectarian bloodshed that lasted till 1990 .",Kamal Jumblatt,Walid Jumblatt,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
55.4666666667,12,15,14,16,per:cause_of_death,UAD-U-0655,"The Interim report of Justice Jain Commission which oversaw the investigation into Rajiv Gandhi 's assassination indicted Karunanidhi for abetting the LTTE. The interim report , recommended that Tamil Nadu Chief Minister M. Karunanidhi and the DMK party be held responsible for abetting Rajiv Gandhi 's murderers .",Rajiv Gandhi,assassination,,15,0.924500327,3,"Counter({'none': 10, 'per:place_of_death': 4, 'per:places_of_residence': 1, 'per:place_of_birth': 0})",15,0.924500327,3,15,0.4979687115,"Counter({'none': 0.6827378330621339, 'per:place_of_death': 0.24617708620317952, 'per:places_of_residence': 0.07108508073468671, 'per:place_of_birth': 0.0})","{'none': 0.6827378330621339, 'per:places_of_residence': 0.07108508073468671, 'per:place_of_death': 0.24617708620317952}",none,0.6827378331,0.6827378331,0,0.2461770862,0.0710850807
30.9333333333,7,2,9,4,per:spouse,UAD-U-0118,Brooks persuaded Mike Ockrent and his wife Susan Stroman to join the creative team as director and choreographer .,Susan Stroman,Mike Ockrent,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
51.6666666667,7,6,9,7,per:title,UAD-U-0066,"As always , YMMV. Robert Master Chef Richard Campbell wrote : Good advice , thanks .",Richard Campbell,Chef,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
52.8,19,12,21,13,per:charges,UAD-U-0441,Lower US industrial production in November and the continuing saga of a fraud scam run by ex-Wall Street heavyweight Bernard Madoff also weakened sentiment .,Bernard Madoff,fraud,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
38,13,7,15,8,per:age,UAD-U-0171,"Daniel Craig has his second outing as 007 in Sony 's still- untitled James Bond adventure , with Judi Dench returning as spymaster M and Jeffrey Wright reprising his role as CIA colleague Felix Leiter .",James Bond,7,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
55.6666666667,7,28,9,29,org:alternate_names,UAD-U-0168,"Critics of a tentative labor contract between General Motors and the United Auto Workers are stepping up a long-shot bid to derail the agreement , even as some GM workers voted to ratify the deal .",General Motors,GM,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
30.2,7,14,10,16,per:alternate_names,UAD-U-0128,"By WES ALLISON. ( Clearwater ) -- Wrestler Hulk Hogan , also known as Terry Bollea , filed a counter-petition to his wife 's divorce suit , contesting his wife 's custody and alimony claims .",Wrestler Hulk Hogan,Terry Bollea,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
47.8666666667,2,13,6,14,per:charges,UAD-U-0467,Michigan : Pastor Randy William Strong sentenced to one year in jail for molesting ten year-old boy .,Pastor Randy William Strong,molesting,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
70.2,12,0,14,2,per:alternate_names,UAD-U-0528,"Peter Abelard ( Lt : Petrus Abaelardus or Abailard ; Fr : Pierre Abélard ) ( 1079 – April 21 , 1142 ) was a medieval French scholastic philosopher , theologian and preeminent logician .",Pierre Abélard,Peter Abelard,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
36.4,3,8,5,9,per:spouse,UAD-U-0328,"In 1987 , John Pickering and his wife Vicky helped Vi Petty plan and organize the first Clovis Music Festival at Clovis , New Mexico while John was recording 30 songs over a period of three months at Norman Petty 's downtown twenty-four track Mesa Theater Recording Studio .",John Pickering,Vicky,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
46.6,9,15,10,16,per:children,UAD-U-0679,"There is also a ragtime number , `` Gentleman Jimmy '' about bon vivant mayor James J .",Jimmy,James,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
48.7333333333,7,4,9,6,per:spouse,UAD-U-0302,"His paternal grandparents , Bryna Sanglel and Herschel Danielovitch , were Jewish immigrants from Gomel in Belarus ( at that time a part of the Russian Empire ) , while his mother and maternal grandparents , Ruth Rapalje Neilson and Lt .",Herschel Danielovitch,Bryna Sanglel,,15,0.9974586998,2,"Counter({'none': 14, 'per:places_of_residence': 1, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.8740975354,"Counter({'none': 0.9373610739702408, 'per:places_of_residence': 0.06263892602975922, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.9373610739702408, 'per:places_of_residence': 0.06263892602975922}",none,0.937361074,0.937361074,0,0,0.062638926
106.266666667,10,13,12,14,per:spouse,UAD-U-0461,"Meanwhile , Emil Bobu and Constantin Dăscălescu were sent by Elena Ceauşescu ( Nicolae Ceauşescu being at that time in Iran ) , to solve the situation .",Elena Ceauşescu,Nicolae,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
140.333333333,3,2,5,3,per:title,UAD-U-0762,"What 's It Gonna Be , Santa ? ( Rhino 73892 ) reached # 102 in the US during a chart stay of 5 weeks .",Gonna Be,It,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
57.4,10,8,12,10,per:title,UAD-U-0355,"In the Ethiopian capital , Addis Ababa , Prime Minister Meles Zenawi dismissed a question in parliament about a pending crisis in the Ogaden .",Meles Zenawi,Prime Minister,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
53,19,14,20,15,org:alternate_names,UAD-U-0512,"On Tuesday , the government in the world 's most populous Muslim nation ordered Internet service providers to block YouTube , MySpace and other sites , but savvy surfers had little trouble circumventing the ban .",YouTube,Internet,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
110.333333333,11,42,13,43,per:charges,UAD-U-0685,"The Sadrists did that. '' When asked about accusations that the Mahdi Army forced innocent Sunnis out of the Hurriya neighborhood , which borders Adel , she said Shiites had no time to sift the innocent from the guilty because Sunnis were killing Shiites .",Mahdi Army,killing,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
110.8,2,24,4,26,per:children,UAD-U-0763,"WHEN ACTOR Heath Ledger died , he left everything he owned to his sisters and parents , but nothing to his 2-year-old daughter , Matilda Rose , or the child 's mother , his former girlfriend , Michelle Williams .",Heath Ledger,Matilda Rose,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
70.0666666667,25,15,27,17,"per:place_of_birth,per:origin",UAD-A-0678,"Exiled ( traditional Chinese : 放‧逐 ; Cantonese Yale : Fong‧juk ) is a 2006 Hong Kong action crime drama film produced and directed by Johnnie To , and starring Anthony Wong , Nick Cheung , Francis Ng , and Simon Yam .",Johnnie To,Hong Kong,,15,0.9883716977,2,"Counter({'none': 13, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9883716977,2,15,0.7762055828,"Counter({'none': 0.881637967388575, 'per:places_of_residence': 0.11836203261142497, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.881637967388575, 'per:places_of_residence': 0.11836203261142497}",none,0.8816379674,0.8816379674,0,0,0.1183620326
49.5333333333,0,21,2,24,"per:place_of_death,per:place_of_birth",UAD-A-1139,"Ivan Jazbinšek ( born August 9 , 1914 in Zagreb , Croatia-Slavonia , Austria-Hungary - died June 28 , 1996 in Zagreb , Croatia ) was a Croatian footballer .",Ivan Jazbinšek,"Zagreb , Croatia",,20,0.9723055853,3,"Counter({'per:place_of_death': 15, 'per:places_of_residence': 3, 'per:place_of_birth': 2, 'none': 0})",20,0.9723055853,3,15,0.859583002,"Counter({'per:place_of_death': 1.0, 'per:places_of_residence': 0.20260998509644784, 'per:place_of_birth': 0.130984916001715, 'none': 0.0})","{'per:place_of_birth': 0.130984916001715, 'per:places_of_residence': 0.20260998509644784, 'per:place_of_death': 1.0}",per:place_of_death,1,0,0.130984916,1,0.2026099851
35.4,1,8,3,9,"per:places_of_residence,per:place_of_birth",UAD-A-2344,"When Inessa Armand left Russia and settled in Paris , she met Lenin and other Bolsheviks living in exile , and it is believed that she was Lenin’s lover during this time .",Inessa Armand,Paris,,15,1,1,"Counter({'per:places_of_residence': 15, 'per:place_of_birth': 0, 'none': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'per:places_of_residence': 1.0, 'per:place_of_birth': 0.0, 'none': 0.0, 'per:place_of_death': 0.0})",{'per:places_of_residence': 1.0},per:places_of_residence,1,0,0,0,1
61.1333333333,15,34,16,36,"per:place_of_birth,per:places_of_residence",UAD-A-1936,"The blue-hued steel forged in the Russian city of Tula during the late 1700s for Catherine the Great 's court was reformulated for the Ivo ( USCORE ) 03 table , designed by the New York architecture firm Asymptote .",Catherine,New York,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
35.4,15,13,16,14,"per:places_of_residence,per:place_of_birth",UAD-A-0137,"Apart from appearing regularly under his own name at jazz clubs such as London 's Ronnie Scott's , Griffin became the `` first choice '' sax player for visiting US musicians touring the continent during the 60s and 70s .",Ronnie,London,,15,0.8320502943,2,"Counter({'none': 9, 'per:places_of_residence': 6, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.8320502943,2,15,0.4988647605,"Counter({'none': 0.627654475201888, 'per:places_of_residence': 0.372345524798112, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.627654475201888, 'per:places_of_residence': 0.372345524798112}",none,0.6276544752,0.6276544752,0,0,0.3723455248
45.0666666667,2,7,4,8,"per:place_of_death,per:places_of_residence",UAD-A-0616,"Early life Eliab Harvey was born in Chigwell , Essex to William and Emma Harvey .",Eliab Harvey,Chigwell,,15,0.9407208684,3,"Counter({'per:place_of_birth': 10, 'none': 3, 'per:places_of_residence': 2, 'per:place_of_death': 0})",15,0.9407208684,3,15,0.4833799945,"Counter({'per:place_of_birth': 0.6830866170157857, 'none': 0.18458327833174795, 'per:places_of_residence': 0.1323301046524665, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.6830866170157857, 'per:places_of_residence': 0.1323301046524665, 'none': 0.18458327833174795}",per:place_of_birth,0.683086617,0.1845832783,0.683086617,0,0.1323301047
46.3333333333,0,15,2,18,"per:places_of_residence,per:place_of_birth",UAD-A-2405,"Yuki Kajiura ( 梶浦由記 , Kajiura Yuki ) , born August 6 , 1965 in Tokyo , Japan , is a Japanese composer and music producer .",Yuki Kajiura,"Tokyo , Japan",,17,0.9090909091,4,"Counter({'per:place_of_birth': 10, 'none': 4, 'per:places_of_residence': 2, 'per:place_of_death': 1})",17,0.9090909091,4,15,0.4900880829,"Counter({'per:place_of_birth': 0.7009045274421227, 'none': 0.2897875787381505, 'per:places_of_residence': 0.08474007384911224, 'per:place_of_death': 0.036912016091880585})","{'per:place_of_birth': 0.7009045274421227, 'per:places_of_residence': 0.08474007384911224, 'none': 0.2897875787381505, 'per:place_of_death': 0.036912016091880585}",per:place_of_birth,0.7009045274,0.2897875787,0.7009045274,0.0369120161,0.0847400738
53.8,1,19,3,20,"per:employee_or_member_of,per:place_of_birth",UAD-A-2182,"Thomas LeRoy Collins ( March 10 , 1909 - March 12 , 1991 ) was the thirty-third governor of Florida .",LeRoy Collins,Florida,,15,0.9397934235,2,"Counter({'none': 11, 'per:places_of_residence': 4, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9397934235,2,15,0.6041650005,"Counter({'none': 0.7556910637029715, 'per:places_of_residence': 0.24430893629702857, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.7556910637029715, 'per:places_of_residence': 0.24430893629702857}",none,0.7556910637,0.7556910637,0,0,0.2443089363
73.6,18,27,20,28,"per:employee_or_member_of,per:origin",UAD-A-0177,"A secular opposition party boycotted the event , and small numbers of protesters outside parliament waved posters showing Mustafa Kemal Ataturk , the general who put modern Turkey on the secular path in the early 20th century .",Mustafa Kemal,Turkey,,17,0.8873565094,4,"Counter({'none': 10, 'per:places_of_residence': 5, 'per:place_of_birth': 1, 'per:place_of_death': 1})",17,0.8873565094,4,15,0.5257444618,"Counter({'none': 0.6926912363284444, 'per:places_of_residence': 0.3073087636715557, 'per:place_of_birth': 0.06699696391871617, 'per:place_of_death': 0.06699696391871617})","{'per:place_of_birth': 0.06699696391871617, 'per:places_of_residence': 0.3073087636715557, 'none': 0.6926912363284444, 'per:place_of_death': 0.06699696391871617}",none,0.6926912363,0.6926912363,0.0669969639,0.0669969639,0.3073087637
78.4,12,20,14,22,"per:places_of_residence,per:place_of_birth",UAD-A-0525,"Current policy sets specific benchmarks that Cuba must meet , but Democrats Barack Obama and Hillary Rodham Clinton said the United States should think about responding if Cuba 's new regime indicates even a willingness to change .",Barack Obama,United States,,15,0.9974586998,2,"Counter({'none': 14, 'per:place_of_birth': 1, 'per:places_of_residence': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.9077850115,"Counter({'none': 0.954970302340782, 'per:place_of_birth': 0.04502969765921788, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.04502969765921788, 'none': 0.954970302340782}",none,0.9549703023,0.9549703023,0.0450296977,0,0
44.6666666667,23,20,25,22,"per:employee_or_member_of,per:place_of_birth",UAD-A-2401,"You fell in love , and you said `I do. ' Tonight , we await a verdict , `` said San Francisco Mayor Gavin Newsom , speaking to a roaring crowd .",Gavin Newsom,San Francisco,,15,0.9701425001,2,"Counter({'none': 12, 'per:places_of_residence': 3, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9701425001,2,15,0.6891990664,"Counter({'none': 0.8240940188925332, 'per:places_of_residence': 0.17590598110746677, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8240940188925332, 'per:places_of_residence': 0.17590598110746677}",none,0.8240940189,0.8240940189,0,0,0.1759059811
25.3333333333,2,0,4,1,"per:employee_or_member_of,per:founded_org",UAD-A-1224,KKR founders Henry Kravis and George Roberts personally injected cash into the fund to prevent further hemorrhaging .,Henry Kravis,KKR,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
60.5333333333,9,3,12,6,"per:founded_org,per:employee_or_member_of",UAD-A-0425,"By 2005 , Guardians of Order downsized to just Mark C. MacKinnon .",Mark C. MacKinnon,Guardians of Order,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
47.7333333333,0,22,3,23,"per:place_of_death,per:places_of_residence",UAD-A-1627,"Pope Innocent X bequeathed Donatus 's relics to the Jesuit church in Muenster Eifel , and they were carried in procession from Rome to the Rhineland .",Pope Innocent X,Rome,,16,0.7378647874,4,"Counter({'none': 7, 'per:places_of_residence': 6, 'per:place_of_birth': 2, 'per:place_of_death': 1})",16,0.7378647874,4,15,0.3373200692,"Counter({'none': 0.4938484381345312, 'per:places_of_residence': 0.3726773133013742, 'per:place_of_birth': 0.1343792918536349, 'per:place_of_death': 0.0701425502823215})","{'per:place_of_birth': 0.1343792918536349, 'per:places_of_residence': 0.3726773133013742, 'none': 0.4938484381345312, 'per:place_of_death': 0.0701425502823215}",none,0.4938484381,0.4938484381,0.1343792919,0.0701425503,0.3726773133
39.8666666667,13,18,15,19,"per:place_of_birth,per:places_of_residence",UAD-A-0692,Ferguson moved to diffuse a row that began when he failed to mention Francesco Totti when listing the Roma players he most admires .,Francesco Totti,Roma,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
60.3333333333,4,12,6,15,"per:employee_or_member_of,per:founded_org",UAD-A-1068,"In the decade since Mother Teresa 's death in 1997 , the Missionaries of Charity order she led has overcome her loss and other challenges to expand its global presence , her successor says .",Mother Teresa,Missionaries of Charity,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
109,6,14,10,15,"per:places_of_residence,per:place_of_death",UAD-A-0742,"Gambari is due to meet with Aung San Suu Kyi on his return to Yangon , where the Nobel peace prize winner remains under house arrest .",Aung San Suu Kyi,Yangon,,15,0.8700628401,3,"Counter({'per:places_of_residence': 9, 'none': 5, 'per:place_of_birth': 1, 'per:place_of_death': 0})",15,0.8700628401,3,15,0.4406697163,"Counter({'per:places_of_residence': 0.6045494916195734, 'none': 0.329090701666705, 'per:place_of_birth': 0.06635980671372155, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.06635980671372155, 'none': 0.329090701666705, 'per:places_of_residence': 0.6045494916195734}",per:places_of_residence,0.6045494916,0.3290907017,0.0663598067,0,0.6045494916
