doc_id,index,sentence,sentence_id,validate_verbs,uqs,uqs_initial
wsj_0575,464,Loan covenants require that the company achieve specified levels of operating earnings and meet a rolling four-quarter profitability test .,14,require_15_22 achieve_40_47 operating_68_77 earnings_78_86 meet_91_95 test_133_137,0.6644914231,0.5893779261
wsj_0583,262,"But even a Japanese company that looks like a dog may turn out to be a good investment for a foreign concern , some management consultants maintain .",20,looks_33_38 turn_54_58 be_66_68 maintain_139_147,0.6650876256,0.5776846766
wsj_0674,514,"Among other things , Innopac is involved in recycling polystyrene foam products that are often used by fast food chains , such as McDonald 's Corp. , for food packaging .",9,Among_0_5 is_29_31 involved_32_40 in_41_43 are_85_88 used_95_99 for_150_153,0.6651011241,0.5655032996
wsj_0585,152,No one has big positions and no one wants to take big risks . '',27,has_7_10 wants_36_41 take_45_49,0.6656993656,0.6121250324
wsj_0533,594,Both offers are conditional on regulatory approvals and enough shares being tendered to give the bidders a majority of Connaught 's shares outstanding .,8,offers_5_11 are_12_15 conditional_16_27 on_28_30 approvals_42_51 being_70_75 tendered_76_84 give_88_92,0.6659304987,0.5668208522
wsj_0533,240,Both offers are conditional on regulatory approvals and enough shares being tendered to give the bidders a majority of Connaught 's shares outstanding .,8,are_12_15 being_70_75 tendered_76_84 give_88_92,0.666080793,0.6354150083
NYT20000105.0325,345,`` This was a simple child custody case . '',28,was_8_11 case_35_39,0.6661884827,0.5590331887
wsj_0527,59,About $ 518 million of debt is affected .,16,is_28_30 affected_31_39,0.6662011603,0.5023689271
WSJ900813-0157,266,The unpredictability of Iraq 's leader is a principal reason the U.S. is going to such great lengths to build a mammoth force in and around Saudi Arabia .,51,is_39_41 is_70_72 going_73_78 build_104_109,0.666309155,0.614259325
ABC19980114.1830.0611,30,ABC 's Lisa Stark has more .,2,has_18_21,0.6669984556,0.5238095238
wsj_0150,131,"Williams , Duluth , Ga. , is an insurance and financial-services holding company .",5,is_26_28 holding_65_72,0.6676405247,0.5590331887
VOA19980331.1700.1533,123,"Currently , transplant organs are rationed through a regional system of distribution .",2,are_30_33 rationed_34_42,0.6678260392,0.6078076681
wsj_0950,253,"Revenue from non-GM accounts was 45 % of EDS 's total business in the latest nine months , compared with 40 % a year earlier .",23,was_29_32 compared_91_99,0.6680466614,0.6078076681
APW19991008.0151,382,"The U.S. Embassy in Pretoria , South Africa , had no comment .",7,in_17_19 had_46_49 comment_53_60,0.6690731251,0.4976067743
wsj_0781,585,`` It 's going to be the leading edge technology in personal computers for the next few years .,49,s_6_8 going_9_14 be_18_20 in_49_51 for_71_74,0.6698487766,0.6007421057
wsj_0810,605,"The Paribas offer values Navigation Mixte at about 23 billion francs , depending on how many of Navigation Mixte 's warrants are converted into shares during the takeover battle .",26,offer_12_17 values_18_24 at_42_44 on_81_83 are_125_128 converted_129_138 takeover_162_170 battle_171_177,0.6698898897,0.6159591808
wsj_0781,516,"Unveiled last April , the chip crams 1.2 million transistors on a sliver of silicon , more than four times as many as on Intel 's earlier model , 80386 .",37,Unveiled_0_8 on_61_63 on_118_120,0.6704171564,0.5913715311
wsj_0376,607,"In a statement , the company said : `` Both parts can only realize their full potential and be appropriately valued by the market if they are separately quoted companies .",13,In_0_2 statement_5_14 said_29_33 parts_44_49 realize_59_66 be_92_94 valued_109_115 market_123_129 are_138_141 quoted_153_159,0.6706471639,0.6372602364
NYT19980907.0112,296,"The U.S. Embassy in Nairobi is now operating out of the offices of the Agency for International Development on The Crescent , in the neighborhood of Nairobi known as the Parklands ; -LRB- 254-2 -RRB- 751-613 .",30,is_28_30 operating_35_44 known_157_162,0.6707231205,0.6134719719
wsj_0950,592,GMAC profits are combined with earnings from the rest of GM 's operations and attributed to the company 's traditional common stock .,17,profits_5_12 are_13_16 combined_17_25 earnings_31_39 operations_63_73 attributed_78_88,0.6708860681,0.5555093028
NYT19980424.0421,291,But the child of an unwed American father has no citizenship rights unless the father takes the affirmative step of acknowledging paternity and formally agrees to provide support until the child turns 18 .,3,has_42_45 takes_86_91 acknowledging_116_129 agrees_153_159 provide_163_170 turns_195_200,0.6715558386,0.6129423042
wsj_1014,159,"Third-period sales were $ 2.49 billion , up from last year 's $ 2.34 billion .",9,were_19_23,0.6738465767,0.5238095238
wsj_0745,494,"In the end , Sir John -- rather than the government or Jaguar shareholders -- may hold the key that unlocks the golden share .",28,In_0_2 end_7_10 hold_82_86,0.674471317,0.6792465691
WSJ910225-0066,468,"-- Geraldine Brooks in Amman , Jordan , and Craig Forman in Cairo , Egypt , contributed to this article .",74,in_20_22 in_57_59 contributed_76_87,0.6747016269,0.6782808339
wsj_0768,517,"The fund , with a cash cushion of more than 10 % , has '' met all the redemptions without having to sell one thing , '' Mr. Litvack says .",22,has_51_54 met_58_61 redemptions_70_81 sell_100_104 says_132_136,0.6772994685,0.5747928555
wsj_0376,214,"The sharper definition and the autonomy which each will thereby gain will benefit shareholders , customers and employees . ''",14,gain_64_68 benefit_74_81,0.6779728718,0.5741359166
wsj_0991,319,Revenue was about $ 4.5 million .,2,Revenue_0_7 was_8_11,0.6787394284,0.562779839
ABC19980120.1830.0957,387,And in just a moment Diane Sawyer will have some other news .,22,in_4_6 have_39_43,0.6793526603,0.5678801619
APW20000107.0318,331,`` This is a volatile and difficult case .,32,is_8_10 difficult_26_35 case_36_40,0.6819186701,0.5938203815
ABC19980304.1830.1636,311,Being commander is different .,9,Being_0_5 commander_6_15 is_16_18,0.6833918347,0.6074724732
PRI19980303.2000.2550,560,"And that is a condition of the application , then .",21,is_9_11 condition_14_23,0.6835635877,0.5393087333
wsj_0557,333,"Nestle S.A. is based in Vevey , Switzerland .",18,is_12_14 based_15_20 in_21_23,0.6845797538,0.5789010447
NYT20000224.0173,72,`` But the scars will always be there . '',49,be_29_31,0.68488119,0.580952381
WSJ900813-0157,301,The naval interdiction force is part of an overall American strategy that officials say is designed to leave the Iraqi leader with only the stark choice of backing out of Kuwait or launching new attacks to change his situation .,15,is_29_31 say_84_87 is_88_90 designed_91_99 leave_103_108 backing_156_163 launching_181_190 change_206_212,0.6851098889,0.6364924819
APW19980213.1310,522,"`` This is an important step along the path towards Australia claiming its full sovereignty , and due recognition that the monarchy can no longer serve us appropriately , '' Keating said .",22,is_8_10 claiming_62_70 sovereignty_80_91 due_98_101 serve_146_151 said_182_186,0.6866821997,0.618743833
APW19991008.0265,586,"Eight of those are in custody , but the rest remained fugitives , including Saudi radical Osama bin Laden .",9,are_15_18 in_19_21 remained_45_53 including_66_75,0.6870252335,0.5925066994
NYT19980206.0460,177,"The less money the government needs to borrow , the more is freed for private investment .",22,needs_30_35 borrow_39_45 is_57_59 freed_60_65,0.687374937,0.6397180989
wsj_0356,217,The plan provides for the distribution of one common stock-purchase right as a dividend for each share of common outstanding .,2,provides_9_17,0.6885666306,0.580952381
ABC19980108.1830.0711,132,"Of all of Asia 's economies , Hong Kong is the most robust .",21,is_40_42,0.688627685,0.580952381
wsj_0810,130,One big question now is the likely role of Mr. Fournier 's allies .,18,is_21_23,0.688627685,0.580952381
wsj_0557,543,"Louis Gerstner Jr. , chairman and chief executive officer of New York-based RJR , called the sale a `` significant step '' in the company 's divestiture program , as well as a `` a strategic divestiture . ''",9,chairman_21_29 officer_50_57 called_82_88 sale_93_97 in_123_125 program_153_160,0.6895300689,0.6653998309
wsj_0768,417,It made the estimates based on data collected from more than a dozen big junk funds .,3,made_3_7 estimates_12_21 based_22_27 on_28_30,0.6898303926,0.6229259486
wsj_0924,374,Sales were C$ 348.2 million compared with C$ 307.2 a year earlier .,6,Sales_0_5 were_6_10 compared_28_36,0.6904075721,0.5750557356
WSJ900813-0157,530,"Iraq 's first option , of course , may be simply to sit tight and hope it can endure a trade embargo longer than the West can live without Iraqi and Kuwaiti oil .",17,be_39_41 hope_66_70 embargo_93_100 live_126_130,0.6910017506,0.6362266674
APW20000405.0276,314,`` It is inevitable . '',2,is_6_8 inevitable_9_19,0.6912938118,0.562779839
wsj_0675,437,"Commodities : Dow Jones futures index 129.49 , up 0.27 ; spot index 130.80 , off 0.24 .",29,up_47_49 off_77_80,0.6918902325,0.5393087333
VOA19980331.1700.1533,238,"Under the new guidelines , donor organs will be made available to the sickest people first , wherever they live in the country .",1,be_45_47 made_48_52 live_107_111,0.695056759,0.6599292887
PRI19980303.2000.2550,267,"Inside the Islamic Saudi academy in Mount Vernon , Virginia , many of the girls wear head scarves and some of the neatly dressed children are in uniforms .",5,wear_80_84 dressed_121_128 are_138_141,0.6951315975,0.6341429315
wsj_0585,283,"The problem , market makers say , is that while the industrial average and the SampP 500 usually recover as buy programs kick in , the Nasdaq Composite frequently is left behind .",34,say_28_31 is_34_36 recover_97_104 kick_121_125 is_163_165 left_166_170,0.6983126962,0.6766009882
NYT20000424.0319,113,"As did Castro , a master manipulator of public opinion in Cuba .",8,did_3_6,0.6994064142,0.580952381
wsj_0816,485,In late New York trading the dollar was at 1.8400 marks and 142.10 yen compared with 1.8353 marks and 141.52 yen Wednesday .,23,In_0_2 trading_17_24 was_36_39 at_40_42 compared_71_79,0.6996834718,0.7047002158
WSJ900813-0157,284,There are disagreements among experts about how much pressure will be needed to make Saddam Hussein decide he 's up against the wall and whether simple economic pressure will ever be enough .,46,are_6_9 be_67_69 needed_70_76 make_80_84 decide_100_106 s_110_112 be_180_182,0.6997475075,0.5877705997
PRI19980205.2000.1890,479,The World 's Nancy Marshall reports on Mr. Blair 's current visit to Washington and the special relationship between the two leaders .,1,reports_28_35 on_36_38 visit_60_65 leaders_125_132,0.7001226186,0.6907324946
wsj_0586,472,Traders said the market remains extremely nervous because of the wild swings seen on the New York Stock Exchange last week .,35,said_8_12 market_17_23 remains_24_31 seen_77_81 on_82_84,0.7018854271,0.6374813492
wsj_0585,557,The SampP 500 is often used in arbitrage strategies .,4,is_14_16 used_23_27 in_28_30 arbitrage_31_40 strategies_41_51,0.7020438104,0.6540720276
NYT19980424.0421,615,But the child of an unwed American father has no citizenship rights unless the father takes the affirmative step of acknowledging paternity and formally agrees to provide support until the child turns 18 .,3,has_42_45 takes_86_91 acknowledging_116_129 agrees_153_159 provide_163_170 support_171_178 turns_195_200,0.7021073613,0.6508082461
APW19980308.0201,477,"Ethnic Albanians comprise 90 percent of the population in Kosovo , but Serbs maintain control through a large military and police presence .",4,in_55_57 maintain_77_85 control_86_93,0.7033579628,0.6295989781
PRI19980303.2000.2550,603,"Inside the Islamic Saudi academy in Mount Vernon , Virginia , many of the girls wear head scarves and some of the neatly dressed children are in uniforms .",5,in_33_35 wear_80_84 head_85_89 are_138_141 in_142_144,0.7034095415,0.7404795993
wsj_0670,312,Revenue was $ 778.6 million .,5,Revenue_0_7 was_8_11,0.7036199195,0.562779839
WSJ900813-0157,626,"If Iraq chooses a simple war of nerves and economic attrition , the Bush administration knows a long stalemate could try the patience of the American public and the West in general , and could open the possibility that moderate Arabs -- even including Saudi Arabia -- might drop out of the effort against Iraq and accept some deal from Saddam Hussein .",40,chooses_8_15 war_25_28 knows_88_93 try_117_120 in_170_172 open_193_197 including_242_251 drop_274_278 out_279_282 effort_290_296 accept_314_320 deal_326_330,0.7042314687,0.6372942913
NYT20000601.0442,3,Thank you . '',21,Thank_0_5,0.7047629224,0.580952381
wsj_0533,231,"Merieux , a vaccine and bioresearch firm based in Lyon , France , is controlled 50.1 % by state-owned Rhone Poulenc S.A. .",5,based_41_46 is_66_68 controlled_69_79,0.7049045958,0.6756716584
wsj_0568,402,"`` The quarter was terrible , and the future looks anything but encouraging . ''",4,was_15_18 looks_45_50,0.7051922684,0.5876046172
ABC19980304.1830.1636,414,It means supervising the rest of the crew in training and leading them in flight .,10,means_3_8 in_42_44 leading_58_65 in_71_73 flight_74_80,0.7052683068,0.6628259596
AP900816-0139,95,"Overall , more than 2 million foreigners are in both countries .",13,are_41_44,0.7053390864,0.5238095238
wsj_0760,509,"In the year-earlier period , the company had net of $ 77.2 million , or $ 3.68 a share , and a tax credit of $ 7.7 million .",12,In_0_2 had_41_44 net_45_48,0.7070073254,0.5789010447
WSJ900813-0157,287,"Iraq 's first option , of course , may be simply to sit tight and hope it can endure a trade embargo longer than the West can live without Iraqi and Kuwaiti oil .",17,be_39_41 sit_52_55 hope_66_70 endure_78_84 live_126_130,0.7082037962,0.5648621216
wsj_0781,288,"Intel 's 80486 chip is the Corvette of Intel 's microprocessors , a super-fast , super-expensive chip that only the most power-hungry computer users are likely to buy for at least several years .",36,is_20_22 are_149_152 buy_163_166,0.7104032547,0.610451793
PRI19980121.2000.2591,457,"The people here are famous throughout central Asia for their skill in fashioning pottery and tile , glass too .",6,here_11_15 are_16_19 for_51_54 in_67_69,0.7110396206,0.5904761905
wsj_0816,45,Yield on the issue was 7.88 % .,21,was_19_22,0.7125426849,0.580952381
WSJ900813-0157,593,"Two Middle East terrorists with records of successful attacks against Western targets , Abu Nidal and Abu Abbas , have ties to Baghdad .",37,successful_43_53 attacks_54_61 targets_78_85 have_114_118,0.713003103,0.6033696616
wsj_0533,480,"Merieux , a vaccine and bioresearch firm based in Lyon , France , is controlled 50.1 % by state-owned Rhone Poulenc S.A. .",5,based_41_46 in_47_49 is_66_68 controlled_69_79,0.7133839882,0.6756297666
wsj_0662,445,"Kofcoh is a New York holding company for Rosalco Inc. , which imports furniture and other items .",4,is_7_9 holding_21_28 for_37_40,0.7138712836,0.6258363135
wsj_0938,521,"MCA holds half of Cineplex 's equity and 33 % of its voting rights through restricted voting shares , while Bronfman interests hold about 24 % of the company 's equity .",6,holds_4_9 half_10_14 hold_127_131,0.7139271891,0.5928766022
wsj_0159,322,"Dunkin' is based in Randolph , Mass. .",7,is_8_10 based_11_16 in_17_19,0.7140793601,0.6074724732
WSJ910225-0066,537,"The American hope is that someone from within Iraq , perhaps from the army 's professional ranks , will step forward and push Saddam Hussein aside so that the country can begin recovering from the disaster .",61,hope_13_17 is_18_20 push_121_125 begin_171_176,0.7163356141,0.6615533005
wsj_0811,380,Merrill Lynch Capital Markets Inc. is the sole underwriter for the offering .,7,is_35_37 for_59_62 offering_67_75,0.7163506166,0.5812601536
wsj_0575,587,Loan covenants require that the company achieve specified levels of operating earnings and meet a rolling four-quarter profitability test .,14,require_15_22 achieve_40_47 specified_48_57 operating_68_77 earnings_78_86 meet_91_95 test_133_137,0.7166753581,0.6138276039
APW19991008.0151,121,"The U.S. Embassy in Pretoria , South Africa , had no comment .",7,had_46_49,0.7169545549,0.580952381
wsj_0760,504,"For the nine months , Norton had net of $ 81.2 million , or $ 3.87 a share , and a tax credit of $ 4.4 million .",11,For_0_3 had_29_32 net_33_36,0.718627364,0.5538570251
wsj_0768,606,"The fund , with a cash cushion of more than 10 % , has '' met all the redemptions without having to sell one thing , '' Mr. Litvack says .",22,has_51_54 met_58_61 redemptions_70_81 having_90_96 sell_100_104 says_132_136,0.719666527,0.6692764633
wsj_0810,513,"The Paribas offer values Navigation Mixte at about 23 billion francs , depending on how many of Navigation Mixte 's warrants are converted into shares during the takeover battle .",26,offer_12_17 at_42_44 on_81_83 are_125_128 converted_129_138 takeover_162_170 battle_171_177,0.7200856619,0.6303094197
APW19991008.0265,53,The U.S. Embassy in Pretoria had no comment .,7,had_29_32,0.7204288786,0.580952381
ABC19980120.1830.0957,156,Castro has said that you can be a Communist and still be a Christian .,15,has_7_10 said_11_15 be_29_31 be_54_56,0.7216125179,0.691568921
NYT20000105.0325,31,`` We have done that . '',24,have_6_10 done_11_15,0.7219410671,0.6156974503
wsj_0918,173,"The largest beneficiary will be Seagram Co. , which owns about 23 % of Du Pont .",10,be_29_31 owns_52_56,0.7234738,0.6352236649
PRI19980303.2000.2550,403,The school says it teaches the children to be good Muslims and good students .,7,says_11_15 be_43_45 good_46_50 good_63_67,0.7256565426,0.7033841815
wsj_0938,610,"MCA holds half of Cineplex 's equity and 33 % of its voting rights through restricted voting shares , while Bronfman interests hold about 24 % of the company 's equity .",6,holds_4_9 half_10_14 interests_117_126 hold_127_131,0.7261537066,0.6902832365
wsj_0586,563,What 's happening here is n't justified by the fundamentals . '',34,s_5_7 happening_8_17 here_18_22 is_23_25,0.7270959371,0.6335836137
wsj_0584,60,McCaw 's bid also has a similar clause .,24,has_18_21,0.7277259486,0.580952381
WSJ900813-0157,302,"American strategists are calculating , though , that the trade sanctions -- enforced by an effective though perhaps undeclared naval blockade -- will hold tightly enough to convince Iraq that it will lose in the long run by simply standing pat .",25,are_21_24 calculating_25_36 enforced_76_84 hold_150_154 convince_173_181 lose_200_204 standing_231_239,0.7292299027,0.6505147454
WSJ900813-0157,486,"Two Middle East terrorists with records of successful attacks against Western targets , Abu Nidal and Abu Abbas , have ties to Baghdad .",37,successful_43_53 attacks_54_61 have_114_118,0.7297942547,0.7233821651
wsj_0760,117,"In the year-earlier quarter , the tax credit was $ 3.3 million .",4,was_45_48,0.7318404822,0.580952381
NYT19980206.0460,395,`` The bottom line is that we 've got a lovely economy . '',12,is_19_21 got_34_37,0.732059201,0.6408025833
wsj_0816,236,In late New York trading the dollar was at 1.8400 marks and 142.10 yen compared with 1.8353 marks and 141.52 yen Wednesday .,23,trading_17_24 was_36_39 compared_71_79,0.7325841739,0.7188979513
NYT19980424.0421,210,"Under the statute , a child born abroad to an unwed American mother is automatically considered a U.S. citizen .",2,born_28_32 is_68_70 considered_85_95,0.7338407953,0.5924746161
APW19980213.1310,279,"`` This is an important step along the path towards Australia claiming its full sovereignty , and due recognition that the monarchy can no longer serve us appropriately , '' Keating said .",22,is_8_10 claiming_62_70 serve_146_151 said_182_186,0.7350191134,0.6177537274
wsj_1008,185,A reinsurance company effectively insures insurance companies that wish to spread the risk of a particular policy .,6,insures_34_41 wish_67_71 spread_75_81,0.7358147808,0.7276698688
wsj_0520,297,"In addition to selling Japanese-made photocopiers and facsimile machines in Europe and copier supplies in the U.S. , Nashua has three other major businesses : labels and tapes , data storage disks for computers and mail-order photofinishing .",15,selling_15_22 has_124_127,0.7367870797,0.7091032774
APW19980306.1001,488,"At least one of the sensitive sites was a barracks of the elite Republican Guard , a well-placed source told The Associated Press .",3,At_0_2 was_36_39 told_104_108,0.7372688896,0.6792465691
ABC19980304.1830.1636,12,Being commander is different .,9,Being_0_5 is_16_18,0.7389758197,0.6408025833
wsj_0786,378,The price also includes assumption of about $ 1.4 billion in debt .,2,includes_15_23 in_58_60,0.739580906,0.6352236649
APW20000107.0318,332,`` What right does that man have ? '',5,have_28_32,0.7395847627,0.580952381
wsj_0661,449,"DPC Acquisition is controlled by Crescott Investment Associates , Wilson Investment Group , Kernel Corp. and Catalyst Partners .",1,Acquisition_4_15 is_16_18 controlled_19_29 Investment_42_52 Investment_73_83,0.7437269518,0.6731475746
NYT20000414.0296,133,MIAMI _ The small pharmacy on Unity Boulevard in Little Havana is unassuming .,0,is_63_65,0.7437585247,0.6571428571
wsj_0781,589,"-LRB- A 16-bit microprocessor processes 16 pieces of data at a time and is slower than newer , 32-bit chips . -RRB-",43,processes_30_39 at_58_60 is_72_74,0.7438042433,0.6686364577
wsj_1042,430,Issuance of those warrants will be at the rate of one-third warrant for each warrant exercised .,7,Issuance_0_8 be_32_34 at_35_37 for_68_71 exercised_85_94,0.7448094418,0.7546506091
wsj_0928,337,Sun 's results were slightly better than expectations .,3,results_7_14 were_15_19 expectations_41_53,0.7452277261,0.5870860312
wsj_0585,350,The SampP 500 is often used in arbitrage strategies .,4,is_14_16 used_23_27 in_28_30 arbitrage_31_40,0.745747589,0.698604736
WSJ900813-0157,622,"American strategists are calculating , though , that the trade sanctions -- enforced by an effective though perhaps undeclared naval blockade -- will hold tightly enough to convince Iraq that it will lose in the long run by simply standing pat .",25,are_21_24 calculating_25_36 sanctions_63_72 enforced_76_84 effective_91_100 blockade_133_141 hold_150_154 convince_173_181 lose_200_204 in_205_207 run_217_220 standing_231_239,0.7478253592,0.7255884611
wsj_0159,446,"Cara , a food services chain operator and Unicorp , a holding company , are based in Toronto .",8,holding_54_61 are_72_75 based_76_81 in_82_84,0.752385099,0.6616244071
wsj_0768,419,The 88 mutual funds investing solely in junk bonds hold assets of about $ 32 billion .,16,investing_20_29 in_37_39 hold_51_55,0.7529602225,0.7518517275
wsj_0570,313,The companies are automotive-emissions-testing concerns .,14,are_14_17 concerns_47_55,0.7529790234,0.6138651821
wsj_0760,508,"Norton had operating profit of $ 76.8 million , or $ 3.66 a share , up 11 % from $ 69.5 million , or $ 3.31 a share .",13,had_7_10 operating_11_20 profit_21_27 up_68_70,0.7537415833,0.6142857143
wsj_0557,448,"The Nestle acquisition includes a candy plant in Franklin Park , Ill. , which employs about 800 workers .",4,acquisition_11_22 includes_23_31 in_46_48,0.7548959797,0.6603010959
wsj_0584,136,`` How many shares will be around in 1995 ? '' he asked .,34,be_24_26 asked_50_55,0.7551850166,0.6408025833
wsj_0533,361,Lawyers for the two sides were n't immediately available for comment .,14,for_8_11 were_26_30 available_47_56 for_57_60 comment_61_68,0.7553736416,0.6266006541
wsj_0584,339,McCaw 's bid also has a similar clause .,24,bid_9_12 has_18_21,0.7565735875,0.5836597262
wsj_0169,29,The other concern was n't identified .,1,was_18_21 identified_26_36,0.7567084195,0.6649505253
NYT20000414.0296,293,"But the opinion of the woman who runs the modest business , which sells everything from prescription drugs to chewing gum and toys , carries a lot of weight in this part of Miami .",2,runs_33_37 sells_66_71 chewing_110_117 carries_133_140,0.7568054194,0.7062026643
wsj_0667,285,"These payments consisted of $ 54 million in scheduled payments and $ 121 million in prepayments , funded by $ 82.8 million from operating cash flow , zero-coupon subordinated debt and assets sales .",8,consisted_15_24 scheduled_44_53 funded_98_104 operating_128_137,0.7584605901,0.5775441488
APW19990312.0251,336,Now the alliance 's mission is more ill-defined .,17,mission_20_27 is_28_30,0.759597263,0.6496495565
wsj_0541,360,The conversion price for the debentures is $ 41.725 a share .,3,conversion_4_14 for_21_24 is_40_42,0.7596754027,0.6855310677
wsj_0938,490,"`` Where 's the bid ? '' asked Pierre Panet-Raymond , an analyst and broker with Toronto securities dealer McDermid St. Lawrence Ltd. .",22,bid_16_19 asked_25_30,0.7600046676,0.6839981443
PRI19980303.2000.2550,122,They 're learning a civics lesson from the residents of Loudon county .,8,re_5_8 learning_9_17,0.7611489969,0.7748127529
CNN19980213.2130.0155,7,Steve Hurst has that .,1,has_12_15,0.7613164277,0.6571428571
wsj_0938,595,"`` Where 's the bid ? '' asked Pierre Panet-Raymond , an analyst and broker with Toronto securities dealer McDermid St. Lawrence Ltd. .",22,s_9_11 bid_16_19 asked_25_30,0.7637681347,0.6590096015
WSJ900813-0157,120,U.S. officials claim they already see signs Saddam Hussein is getting nervous .,48,claim_15_20 see_34_37 is_59_61 getting_62_69,0.7651372228,0.7211296945
wsj_0585,256,`` It 's harder to sell stocks when the sell programs come in because some market makers do n't want to -LCB- take the orders -RCB- .,26,s_6_8 sell_19_23 come_54_58 do_89_91 want_96_100 take_110_114,0.7654717315,0.7445090507
wsj_0781,109,`` You can do that but you 're taking a risk .,24,do_11_13 re_27_30 taking_31_37,0.7660464517,0.7480484517
APW19991008.0265,335,The U.S. Embassy in Pretoria had no comment .,7,in_17_19 had_29_32 comment_36_43,0.7676158866,0.6277873374
APW19980308.0201,481,"Turks feel they have special ties to the whole region , which they ruled for hundreds of years during the Ottoman Empire .",8,feel_6_10 have_16_20 ruled_67_72 for_73_76,0.7701554429,0.7217958825
wsj_0695,388,Rally 's operates and franchises about 160 fast-food restaurants throughout the U.S. .,1,Rally_0_5 operates_9_17,0.7702101517,0.7327726238
ABC19980108.1830.0711,566,"In Hong Kong , is always belongs to the seller 's market .",12,In_0_2 is_15_17 belongs_25_32 seller_40_46 market_50_56,0.7703001246,0.6371513589
wsj_0781,475,"That 's a break from Compaq tradition , because the company does n't announce products until they 're actually at the dealers .",32,announce_69_77 at_111_113,0.7710111935,0.7731787256
APW19991008.0151,139,Eight of them are in custody in the United States and one overseas .,9,are_14_17,0.7712719096,0.6571428571
wsj_1006,92,Sales were C$ 4.2 billion compared with C$ 3.7 billion .,19,were_6_10 compared_26_34,0.771341812,0.7030457634
wsj_0584,394,`` How many shares will be around in 1995 ? '' he asked .,34,be_24_26 in_34_36 asked_50_55,0.7716254445,0.723863231
wsj_0585,202,"Merrill Lynch , Goldman Sachs and Kidder Peabody , in addition to Shearson , do program-trade OTC stocks .",15,do_77_79,0.772700072,0.7523809524
wsj_0584,174,"Indeed , BellSouth 's cellular operations were among the first in the country to become profitable .",39,were_42_46 become_81_87,0.7728941106,0.6233889916
wsj_0583,263,"But by all accounts foreign companies have bought only a relative handful of Japanese companies this year , while Japanese companies have acquired hundreds of foreign companies .",9,have_38_42 bought_43_49 have_133_137 acquired_138_146,0.7738748837,0.7327726238
wsj_0661,199,"DPC Acquisition is controlled by Crescott Investment Associates , Wilson Investment Group , Kernel Corp. and Catalyst Partners .",1,is_16_18 controlled_19_29,0.7742233987,0.7081460863
wsj_0760,90,The company had a tax credit of $ 1.4 million .,3,had_12_15,0.7758823001,0.6571428571
NYT19980206.0460,143,It was the third consecutive month that job generation has been exceptionally strong .,2,was_3_6 has_55_58 been_59_63,0.7769162102,0.5928355792
wsj_0781,371,Those companies are paying the price for taking the risk . '',25,are_16_19 paying_20_26 for_37_40 taking_41_47,0.7771566609,0.7767605787
APW19980308.0201,228,"Ethnic Albanians comprise 90 percent of the population in Kosovo , but Serbs maintain control through a large military and police presence .",4,comprise_17_25 maintain_77_85,0.7781498988,0.6408025833
NYT19980424.0421,534,But the child of an unwed American father has no citizenship rights unless the father takes the affirmative step of acknowledging paternity and formally agrees to provide support until the child turns 18 .,3,has_42_45 takes_86_91 agrees_153_159 provide_163_170 support_171_178,0.7790688769,0.735626912
wsj_0150,135,Its subsidiaries ' services are marketed by closely held A.L. Williams amp Associates .,6,are_28_31 marketed_32_40 held_52_56,0.7792123103,0.7441363192
wsj_0584,1,We 're surprised .,31,re_3_6 surprised_7_16,0.7797478977,0.7327726238
wsj_0768,286,"Says Michael Hirsch , chief investment officer of Republic National Bank and manager of the FundTrust Group in New York : `` It 's a time bomb just waiting to go off . ''",38,Says_0_4 s_128_130 waiting_148_155 go_159_161,0.7798101561,0.630287418
wsj_0904,289,"Net for the nine months was $ 254 million , or $ 5.94 a share , up 56 % from $ 163 million , or $ 4.06 a share , a year earlier .",5,was_24_27,0.7801995326,0.6571428571
VOA19980331.1700.1533,565,"Currently , transplant organs are rationed through a regional system of distribution .",2,transplant_12_22 are_30_33,0.7809944733,0.6565821476
WSJ900813-0157,307,"If Iraq chooses a simple war of nerves and economic attrition , the Bush administration knows a long stalemate could try the patience of the American public and the West in general , and could open the possibility that moderate Arabs -- even including Saudi Arabia -- might drop out of the effort against Iraq and accept some deal from Saddam Hussein .",40,chooses_8_15 knows_88_93 try_117_120 open_193_197 including_242_251 drop_274_278 accept_314_320,0.7819616693,0.7265431124
wsj_0745,247,"In the end , Sir John -- rather than the government or Jaguar shareholders -- may hold the key that unlocks the golden share .",28,hold_82_86 unlocks_100_107,0.7821844024,0.7169930595
APW19991008.0265,460,"Eight of those are in custody , but the rest remained fugitives , including Saudi radical Osama bin Laden .",9,are_15_18 in_19_21 remained_45_53,0.7824616232,0.6726099833
wsj_0781,453,`` It 's going to be the leading edge technology in personal computers for the next few years .,49,going_9_14 be_18_20 in_49_51 for_71_74,0.7828523441,0.6665264893
PRI19980303.2000.2550,506,"For an indication of the problems that could face Muslims as they integrate into American life , one need look no farther than Loudon county , Virginia .",30,For_0_3 problems_25_33 face_45_49 look_106_110,0.7849973056,0.6591117815
wsj_0907,114,The earnings-per-share figures reflect a 25 % stock dividend in June 1989 .,4,reflect_31_38,0.7863827704,0.6571428571
VOA19980303.1600.2745,103,VOA 's Jim Teple has details from our southeast news bureau .,3,has_17_20,0.7865177649,0.6571428571
